product_id,product_name,category,sub_category,author_name,publisher_name,unit_price,cost_price,supplier_id,stock_quantity,launch_date,format,language,page_count,reader_group,best_seller_score
P00469,Entrepreneurs Masterclass,Biography,Entrepreneurs,Anika Ahmed,Bright Trade Group,234.46,135.78,S00246,303,2022-05-02 18:37:00,Hardcover,Bangla,275,Elderly,0.896
P00470,Adventure Workbook,Fiction,Adventure,Sultana Khan,Ocean Books Ltd,718.78,556.38,S00656,19,2022-08-26 02:29:00,Ebook,Bangla,513,Professional,0.457
P00471,Classic Complete,Fiction,Classic,Sabbir Sarker,Global Trade Group,315.5,237.79,S00461,189,2025-10-24 00:41:00,Hardcover,Bangla,123,Young,0.505
P00472,Adventure Masterclass,Fiction,Adventure,Ferdous Chowdhury,Ocean Trade Group,213.84,171.86,S00559,246,2024-10-06 05:13:00,Ebook,Bangla,171,Professional,0.923
P00473,University Admission Simplified Practice,Exam Prep,University Admission,Rashid Ahmed,Delta Publishing House,622.81,473.04,S00069,618,2023-01-10 06:03:00,Ebook,English,206,Professional,0.281
P00474,Bangla Literature Masterclass Practice,Academic,Bangla Literature,Mohiuddin Ahmed,Green Distributors,485.11,282.95,S00047,297,2023-11-30 14:09:00,Paperback,English,573,Young,0.937
P00475,Marketing Handbook,Business,Marketing,Naila Uddin,Green Enterprises,407.41,262.98,S00772,380,2026-02-02 20:25:00,Paperback,Bangla,221,Young,0.418
P00476,Bangla Literature Simplified Series,Academic,Bangla Literature,Mohiuddin Khan,Global Supply Co,650.65,467.43,S00788,445,2020-03-02 00:38:00,Ebook,English,67,Young,0.374
P00477,Short Stories Handbook,Fiction,Short Stories,Jalal Islam,Green Trade Group,330.87,262.59,S00935,588,2021-02-15 00:52:00,Ebook,Bangla,625,Professional,0.869
P00478,Finance Complete,Business,Finance,Riaz Islam,Bright Trade Group,1003.23,619.49,S00996,67,2025-11-21 03:07:00,Paperback,Bangla,143,Professional,0.285
P00479,Rhymes Workbook,Children,Rhymes,Kamal Uddin,Ocean Trade Group,151.41,119.34,S00291,517,2022-05-25 11:59:00,Hardcover,Bangla,464,Professional,0.785
P00480,Python Essentials Practice,Programming,Python,Sultana Chowdhury,Green Enterprises,398.43,324.76,S00268,52,2021-12-28 23:29:00,Paperback,Bangla,58,Professional,0.748
P00481,Thriller Handbook,Fiction,Thriller,Shahana Ahmed,Metro Supply Co,507.92,408.95,S00240,485,2020-03-10 19:13:00,Paperback,Bangla,54,Kids,0.904
P00482,Prayer Guides Masterclass,Religious,Prayer Guides,Anika Chowdhury,Prime Supply Co,265.93,146.28,S00508,29,2020-08-18 05:32:00,Hardcover,Bangla,243,Kids,0.644
P00483,Rhymes Guide,Children,Rhymes,Kamal Islam,Global Publishing House,266.72,209.67,S00433,410,2024-03-16 15:41:00,Hardcover,Bangla,255,Elderly,0.553
P00484,Prayer Guides Masterclass,Religious,Prayer Guides,Rumana Uddin,Delta Distributors,197.68,108.73,S00581,478,2022-02-21 05:26:00,Ebook,Bangla,602,Professional,0.841
P00485,University Admission Guide Practice,Exam Prep,University Admission,Mohiuddin Islam,Global Books Ltd,896.9,639.68,S00225,343,2025-08-03 14:04:00,Hardcover,Bangla,146,Young,0.698
P00486,Artists Masterclass,Biography,Artists,Mohiuddin Islam,Metro Logistics,248.53,158.01,S00812,545,2021-10-20 22:24:00,Paperback,English,110,Young,0.214
P00487,Chemistry Handbook Series,Academic,Chemistry,Rashid Rahman,Delta Enterprises,1186.02,922.7,S00944,440,2024-10-27 09:51:00,Paperback,English,219,Kids,0.279
P00488,Thriller Essentials,Fiction,Thriller,Kamal Hossain,Prime Trade Group,401.94,257.52,S00122,16,2022-04-19 23:53:00,,Bangla,98,Kids,0.391
P00489,Adventure Handbook,Fiction,Adventure,Riaz Islam,Green Books Ltd,224.48,155.89,S00717,146,2026-02-24 22:57:00,Hardcover,Bangla,183,Professional,0.551
P00490,Mindfulness Workbook,Self Help,Mindfulness,Riaz Ahmed,Ocean Supply Co,433.54,308.27,S00199,279,2020-08-04 19:21:00,Paperback,Bangla,803,Young,0.943
P00491,Activity Books Guide,Children,Activity Books,Rumana Khan,Royal Distributors,404.6,303.42,S00805,572,2025-08-01 15:45:00,Hardcover,English,237,Professional,0.326
P00492,Romance Workbook,Fiction,Romance,Kamal Sarker,Metro Publishing House,910.09,503.75,S00689,221,2020-04-01 01:32:00,Paperback,English,363,Young,0.995
P00493,Picture Books Guide,Children,Picture Books,Mohiuddin Khan,Delta Logistics,209.78,155.24,S00863,607,2019-04-01 15:25:00,Hardcover,English,833,Professional,0.218
P00494,Management Workbook,Business,Management,Rashid Islam,Eastern Books Ltd,1473.39,879.82,S00008,462,2023-04-27 15:02:00,Hardcover,Bangla,735,Young,0.721
P00495,Mathematics Simplified Practice,Academic,Mathematics,Kamal Chowdhury,Royal Trade Group,805.76,655.36,S00779,449,2024-10-03 03:01:00,Hardcover,Bangla,576,Young,0.729
P00496,Fiqh Handbook,Religious,Fiqh,Riaz Ahmed,Eastern Logistics,787.7371885824998,194.78,S00038,631,2019-03-26 01:48:00,Hardcover,Bangla,548,Young,0.329
P00497,Activity Books Guide,Children,Activity Books,Mala Sarker,Royal Logistics,125.14,87.11,S00493,433,2024-04-08 01:06:00,Paperback,English,82,Elderly,0.941
P00498,Data Science Handbook Series,Programming,Data Science,Mohiuddin Chowdhury,Metro Enterprises,775.41,455.49,S00607,381,2023-03-18 23:43:00,Hardcover,Bangla,635,Professional,0.493
P00499,Adventure Guide,Fiction,Adventure,Kamal Sarker,Royal Publishing House,439.91,256.25,S00232,545,2020-03-24 07:12:00,Hardcover,English,726,Young,0.813
P00500,Adventure Masterclass,Fiction,Adventure,Anika Ahmed,Prime Logistics,426.16,242.32,S00894,541,2021-02-04 11:35:00,Ebook,Bangla,432,Elderly,0.968
P00501,Romance Handbook,Fiction,Romance,Mohiuddin Rahman,National Books Ltd,361.08,256.88,S00259,591,2019-07-08 04:41:00,Ebook,Bangla,300,Elderly,0.839
P00502,Accounting Workbook,Business,Accounting,Sultana Rahman,National Books Ltd,1436.64,907.12,S00085,618,2025-05-19 18:25:00,Hardcover,,723,Professional,0.318
P00503,Finance Masterclass,Business,Finance,Amin Chowdhury,National Publishing House,399.02,260.5073081556061,S00989,89,2020-05-31 20:31:00,Hardcover,Bangla,779,Young,0.731
P00504,Teacher Recruitment Handbook Practice,Exam Prep,Teacher Recruitment,Mala Sarker,Metro Trade Group,1012.76,708.2,S00768,385,2023-03-24 08:02:00,Paperback,Bangla,537,Kids,0.52
P00505,Classic Essentials,Fiction,Classic,Anika Uddin,Ocean Trade Group,344.63,206.78,S00873,53,2023-02-28 12:01:00,Paperback,Bangla,158,Elderly,0.712
P00506,Picture Books Guide,Children,Picture Books,Ferdous Hossain,Prime Logistics,130.5,79.14,S00186,394,2022-08-05 06:10:00,Hardcover,Bangla,256,Professional,0.315
P00507,Bangla Literature Workbook Pro,Academic,Bangla Literature,Mala Islam,Eastern Distributors,783.48,431.21,S00730,532,2023-01-28 04:19:00,Hardcover,Bangla,489,Kids,0.436
P00508,Quran Studies Essentials,Religious,Quran Studies,Ferdous Islam,Delta Books Ltd,552.29,355.05,S00766,465,2021-11-04 15:35:00,Paperback,English,95,Young,0.304
P00509,Bank Jobs Essentials Series,Exam Prep,Bank Jobs,Kamal Chowdhury,National Distributors,278.29,208.22,S00918,358,2024-12-06 21:58:00,Ebook,Bangla,516,Young,0.469
P00510,Chemistry Handbook Pro,Academic,Chemistry,Sabbir Islam,Royal Books Ltd,849.96,568.57,S00037,68,2020-04-04 11:43:00,Paperback,Bangla,378,Young,0.236
P00511,Marketing Handbook,Business,Marketing,Touhid Rahman,Royal Books Ltd,1241.08,883.49,S00773,192,2022-08-05 03:44:00,Ebook,English,453,Young,0.287
P00512,Algorithms Guide Practice,Programming,Algorithms,Anika Sarker,Global Enterprises,519.43,285.9,S00572,212,2021-12-01 04:20:00,Hardcover,Bangla,358,Kids,0.576
P00513,Entrepreneurship Workbook,Business,Entrepreneurship,Naila Rahman,National Publishing House,333.43,219.04,S00695,412,2023-09-27 08:13:00,Ebook,English,645,Elderly,0.261
P00514,Classic Complete,Fiction,Classic,Shahana Sarker,Ocean Distributors,810.07,662.87,S00590,287,2021-10-21 04:14:00,Ebook,English,552,Young,0.696
P00515,Artists Masterclass,Biography,Artists,Ferdous Chowdhury,Global Distributors,306.05,204.33,S00928,302,2019-05-23 02:36:00,Hardcover,Bangla,113,Kids,0.323
P00516,Management Guide,Business,Management,Rashid Hossain,Delta Publishing House,816.59,582.42,S00106,634,2021-03-31 21:15:00,Ebook,Bangla,429,Young,0.252
P00517,Picture Books Essentials,Children,Picture Books,Mala Sarker,Global Publishing House,425.2,260.32,S00258,545,2021-10-23 10:49:00,Hardcover,English,744,Professional,0.974
P00518,Fiqh Workbook,Religious,Fiqh,Naila Hossain,Ocean Trade Group,894.87,1122.3899999999999,S00216,344,2022-09-10 22:43:00,Ebook,English,120,Young,0.604
P00519,Short Stories Workbook,Fiction,Short Stories,Naila Sarker,Bright Supply Co,823.91,653.93,S00453,227,2025-03-17 14:59:00,Paperback,Bangla,463,Young,0.74
P00520,Mystery Handbook,Fiction,Mystery,Riaz Islam,Metro Enterprises,446.34,335.5,S00571,516,2025-03-27 11:54:00,Ebook,Bangla,49,Professional,0.649
P00521,Physics Guide Practice,Academic,Physics,Amin Islam,Delta Enterprises,829.53,463.89,S00521,262,2020-04-18 01:53:00,Ebook,Bangla,657,Professional,0.529
P00522,Data Science Masterclass Practice,Programming,Data Science,Kamal Chowdhury,Eastern Enterprises,491.7232731675379,299.09,S00804,368,2023-05-31 19:27:00,Ebook,Bangla,597,Young,0.653
P00523,Web Development Guide Practice,Programming,Web Development,Ferdous Rahman,Eastern Enterprises,824.45,578.32,S00638,87,2022-06-21 00:46:00,Ebook,Bangla,251,Elderly,0.89
P00524,Picture Books Workbook,Children,Picture Books,Riaz Uddin,Eastern Supply Co,428.31,326.01,S00827,531,2020-08-19 07:23:00,Paperback,,654,Young,0.763
P00525,Algorithms Handbook Pro,Programming,Algorithms,Kamal Islam,Green Books Ltd,1131.93,666.82,S00780,335,2021-04-17 14:28:00,Hardcover,English,393,Young,0.631
P00526,Rhymes Guide,Children,Rhymes,Anika Sarker,Ocean Enterprises,219.99,129.11,S00291,632,2024-12-21 07:23:00,Hardcover,Bangla,828,Young,0.976
P00527,Story Books Masterclass,Children,Story Books,Rumana Islam,Royal Logistics,386.76,236.7,S00267,506,2026-01-07 23:55:00,Hardcover,Bangla,231,Elderly,0.48
P00528,Short Stories Workbook,Fiction,Short Stories,Rashid Hossain,Bright Enterprises,679.94,452.08,S00505,297,2021-08-26 10:47:00,Hardcover,Bangla,648,Young,0.607
P00529,Picture Books Essentials,Children,Picture Books,Anika Islam,Global Publishing House,402.31,247.48,S00384,232,2024-02-04 08:57:00,Hardcover,English,183,Professional,0.249
P00530,Leaders Essentials,Biography,Leaders,Ferdous Uddin,Metro Books Ltd,400.55,248.38,S00361,404,2019-11-21 22:46:00,Paperback,Bangla,835,Young,0.258
P00531,Biology Handbook Series,Academic,Biology,Amin Ahmed,Delta Enterprises,938.92,540.4347188978207,S00469,461,2023-10-02 00:37:00,Ebook,Bangla,656,Elderly,0.205
P00532,Hadith Masterclass,Religious,Hadith,Shahana Sarker,Ocean Supply Co,342.8388392247519,252.24,S00466,423,2023-08-10 19:22:00,Ebook,Bangla,708,Young,0.616
P00533,Web Development Complete Pro,Programming,Web Development,Anika Chowdhury,Bright Publishing House,313.95,201.91,S00427,42,2024-09-19 00:42:00,Hardcover,Bangla,185,Young,0.385
P00534,University Admission Masterclass Edition,Exam Prep,University Admission,Sultana Sarker,Delta Enterprises,1122.66,886.87,S00652,492,2020-01-12 04:37:00,Ebook,Bangla,418,Young,0.637
P00535,Romance Guide,Fiction,Romance,Touhid Uddin,Eastern Logistics,369.48,238.77,S00656,48,2019-01-30 14:04:00,Hardcover,Bangla,658,Young,0.294
P00536,English Grammar Simplified Pro,Academic,English Grammar,Rashid Sarker,Royal Distributors,900.05,587.34,S00188,112,2019-08-18 12:43:00,Hardcover,English,217,Kids,0.863
P00537,Adventure Guide,Fiction,Adventure,Rumana Uddin,Eastern Enterprises,376.96,228.2,S00023,174,2025-07-21 01:16:00,Hardcover,English,63,Young,0.541
P00538,Physics Simplified Pro,Academic,Physics,Rumana Chowdhury,Eastern Supply Co,964.64,786.26,S00415,168,2023-04-09 05:45:00,Hardcover,Bangla,530,Young,0.637
P00539,Story Books Guide,Children,Story Books,Riaz Islam,Royal Supply Co,138.21,112.13,S00612,207,2023-03-22 01:10:00,Paperback,English,727,Young,0.684
P00540,Bank Jobs Complete Series,Exam Prep,Bank Jobs,Amin Khan,Metro Publishing House,308.53,196.34,S00175,577,2026-02-04 10:22:00,Ebook,Bangla,622,Young,0.624
P00541,Romance Workbook,Fiction,Romance,Ferdous Ahmed,Royal Supply Co,286.52,174.24,S00178,93,2023-11-17 12:52:00,Hardcover,Bangla,846,Young,0.988
P00542,Algorithms Guide Series,Programming,Algorithms,Jalal Khan,Royal Trade Group,347.31,279.88,S00861,604,2026-02-13 18:27:00,Paperback,English,53,Professional,0.475
P00543,Habit Building Handbook,Self Help,Habit Building,Anika Sarker,Delta Books Ltd,909.82,714.33,S00754,115,2022-08-13 08:04:00,Ebook,Bangla,667,Professional,0.252
P00544,Chemistry Essentials Pro,Academic,Chemistry,Touhid Ahmed,Prime Trade Group,997.1,607.63,S00641,192,2025-07-09 21:56:00,Ebook,Bangla,266,Young,0.641
P00545,English Grammar Workbook Pro,Academic,English Grammar,Amin Chowdhury,Bright Logistics,856.1,497.70125511046297,S00641,524,2025-03-30 09:05:00,Ebook,Bangla,76,Young,0.446
P00546,Adventure Complete,Fiction,Adventure,Jalal Khan,Ocean Enterprises,219.75,244.17082745442872,S00298,427,2023-07-29 05:01:00,Hardcover,Bangla,639,Professional,0.939
P00547,Fiqh Essentials,Religious,Fiqh,Mala Islam,Metro Distributors,219.65,136.96,S00664,298,2020-08-20 00:04:00,Hardcover,Bangla,574,Professional,0.654
P00548,Coloring Books Masterclass,Children,Coloring Books,Shahana Islam,Ocean Enterprises,285.97,191.41,S00603,363,2023-05-01 16:16:00,Paperback,English,359,Professional,0.226
P00549,Hadith Workbook,Religious,Hadith,Sabbir Sarker,Green Books Ltd,517.64,421.0,S00422,272,2024-06-24 12:39:00,Hardcover,Bangla,356,Professional,0.973
P00550,Rhymes Masterclass,Children,Rhymes,Rashid Sarker,Royal Enterprises,286.32,212.61,S00534,452,2024-11-10 10:24:00,Ebook,Bangla,310,Young,0.445
P00551,Bank Jobs Workbook Edition,Exam Prep,Bank Jobs,Anika Chowdhury,Bright Books Ltd,641.15,407.6,S00842,209,2020-01-13 00:26:00,Paperback,Bangla,478,Young,0.377
P00552,Short Stories Masterclass,Fiction,Short Stories,Ferdous Ahmed,Bright Logistics,714.45,550.92,S00668,162,2023-12-19 15:07:00,Paperback,Bangla,95,Young,0.222
P00553,Physics Guide Series,Academic,Physics,Rumana Chowdhury,Green Trade Group,1099.1,775.99,S00976,649,2019-09-25 13:02:00,Hardcover,Bangla,842,Young,0.936
P00554,University Admission Masterclass Edition,Exam Prep,University Admission,Riaz Khan,Bright Supply Co,489.34,302.82,S00640,197,2020-03-08 22:34:00,Ebook,English,287,Professional,0.322
P00555,Admission Test Handbook Practice,Exam Prep,Admission Test,Jalal Hossain,Royal Supply Co,1156.78,919.68,S00525,436,2021-08-09 02:55:00,Ebook,Bangla,539,Young,0.88
P00556,Entrepreneurship Handbook,Business,Entrepreneurship,Rumana Chowdhury,Delta Distributors,1403.05,1122.3899999999999,S00699,288,2021-06-28 05:26:00,Hardcover,English,372,Kids,0.467
P00557,Bcs Essentials Series,Exam Prep,Bcs,Jalal Ahmed,Bright Books Ltd,782.01,635.58,S00918,582,2023-03-14 22:13:00,Ebook,Bangla,771,Young,0.713
P00558,Bank Jobs Simplified Series,Exam Prep,Bank Jobs,Anika Uddin,National Books Ltd,359.58,212.61,S00328,622,2021-09-03 11:40:00,,Bangla,319,Kids,0.503
P00559,Physics Simplified Pro,Academic,Physics,Touhid Ahmed,Prime Logistics,418.68807537969604,278.29,S00421,473,2022-11-02 16:00:00,Hardcover,Bangla,95,Young,0.584
P00560,Data Science Guide Pro,Programming,Data Science,Riaz Ahmed,Global Logistics,283.82,164.97,S00688,82,2020-03-16 12:19:00,Paperback,English,274,Young,0.627
P00561,Rhymes Masterclass,Children,Rhymes,Amin Sarker,Delta Logistics,358.84,291.59,S00097,102,2023-05-01 16:38:00,Ebook,Bangla,194,Professional,0.441
P00562,Mathematics Workbook Pro,Academic,Mathematics,Mohiuddin Sarker,Delta Trade Group,855.05,559.3,S00713,434,2024-11-23 09:34:00,Hardcover,English,448,Professional,0.432
P00563,Algorithms Simplified Practice,Programming,Algorithms,Mohiuddin Islam,Global Logistics,625.26,461.96,S00879,427,2023-09-23 17:08:00,Paperback,Bangla,538,Professional,0.849
P00564,Accounting Complete,Business,Accounting,Rashid Islam,Royal Books Ltd,466.41,265.16,S00695,327,2021-06-19 01:05:00,Paperback,English,254,Young,0.517
P00565,Picture Books Guide,Children,Picture Books,Rashid Ahmed,Metro Trade Group,357.5,243.65,S00981,597,2025-11-06 14:03:00,Ebook,English,308,Young,0.866
P00566,Short Stories Masterclass,Fiction,Short Stories,Rashid Sarker,Global Supply Co,876.42,676.81,S00582,541,2025-05-01 08:55:00,Ebook,Bangla,195,Professional,0.568
P00567,Mathematics Essentials Edition,Academic,Mathematics,Jalal Hossain,Prime Publishing House,295.11,235.08,S00788,132,2020-02-06 20:31:00,Hardcover,Bangla,725,Young,0.647
P00568,Data Science Handbook Pro,Programming,Data Science,Touhid Khan,Ocean Books Ltd,1016.15,642.88,S00840,239,2022-08-06 13:19:00,Paperback,Bangla,112,Young,0.454
P00569,Bank Jobs Complete Practice,Exam Prep,Bank Jobs,Riaz Rahman,Global Books Ltd,329.76,236.03,S00404,532,2021-11-06 15:45:00,Hardcover,English,588,Elderly,0.39
P00570,Picture Books Workbook,Children,Picture Books,Shahana Sarker,Delta Logistics,343.29,236.79,S00986,317,2021-10-25 01:48:00,Hardcover,,777,Young,0.319
P00571,Bcs Handbook Series,Exam Prep,Bcs,Naila Chowdhury,Prime Publishing House,1091.67,824.77,S00412,218,2022-11-07 01:36:00,Ebook,Bangla,213,Professional,0.887
P00572,English Grammar Complete Series,Academic,English Grammar,Shahana Hossain,Ocean Supply Co,1125.88,849.08,S00235,290,2022-11-28 13:11:00,Paperback,English,355,Professional,0.654
P00573,Romance Handbook,Fiction,Romance,Anika Khan,Bright Enterprises,690.61,422.53,S00463,92,2021-04-23 23:44:00,Paperback,Bangla,633,Elderly,0.594
P00574,Entrepreneurship Handbook,Business,Entrepreneurship,Anika Islam,Metro Trade Group,1119.96,659.22,S00789,393,2025-10-04 03:49:00,Hardcover,Bangla,66,Young,0.947
P00575,Bangla Literature Complete Edition,Academic,Bangla Literature,Jalal Uddin,Eastern Trade Group,347.4,282.74,S00601,357,2020-12-15 06:49:00,,Bangla,689,Professional,0.726
P00576,Bangla Literature Simplified Practice,Academic,Bangla Literature,Riaz Chowdhury,Eastern Enterprises,440.85,333.18,S00010,439,2026-01-28 13:25:00,Hardcover,Bangla,395,Professional,0.269
P00577,Classic Workbook,Fiction,Classic,Shahana Ahmed,Ocean Distributors,834.56,604.55,S00661,328,2024-05-21 03:32:00,Paperback,English,451,Young,0.427
P00578,Biology Essentials Edition,Academic,Biology,Kamal Chowdhury,National Enterprises,324.32,227.92,S00794,521,2023-10-29 02:29:00,Ebook,Bangla,441,Young,0.595
P00579,Classic Essentials,Fiction,Classic,Sultana Uddin,Ocean Enterprises,649.73,440.24,S00559,185,2023-01-11 07:34:00,Ebook,Bangla,574,Kids,0.329
P00580,Rhymes Essentials,Children,Rhymes,Touhid Khan,Prime Supply Co,214.06,174.42,S00535,399,2025-10-07 16:35:00,,Bangla,546,Kids,0.521
P00581,Story Books Essentials,Children,Story Books,Mala Khan,Bright Enterprises,155.8,91.12,S00127,300,2019-05-20 21:50:00,Hardcover,Bangla,102,Young,0.88
P00582,Management Simplified,Business,Management,Sabbir Sarker,Prime Publishing House,394.71,257.33,S00566,564,2022-07-17 05:05:00,Hardcover,Bangla,348,Young,0.401
P00583,Databases Simplified Series,Programming,Databases,Amin Khan,Metro Supply Co,430.14,320.65,S00993,476,2026-05-26 20:08:00,Paperback,Bangla,680,Elderly,0.575
P00584,Bank Jobs Masterclass Series,Exam Prep,Bank Jobs,Touhid Khan,Metro Trade Group,547.31,329.85,S00352,456,2024-10-27 01:47:00,Hardcover,Bangla,221,Professional,0.236
P00585,Classic Workbook,Fiction,Classic,Anika Islam,Metro Distributors,311.27,234.04,S00716,458,2024-05-15 09:45:00,Ebook,Bangla,625,Young,0.254
P00586,Quran Studies Workbook,Religious,Quran Studies,Rashid Chowdhury,Delta Logistics,610.81,468.56,S00919,481,2020-02-16 12:07:00,Hardcover,Bangla,111,Elderly,0.391
P00587,University Admission Masterclass Practice,Exam Prep,University Admission,Anika Rahman,Green Trade Group,476.25,273.53,S00588,567,2020-02-12 20:33:00,Ebook,English,849,Professional,0.223
P00588,Fiqh Guide,Religious,Fiqh,Sabbir Uddin,National Books Ltd,353.02,273.32,S00027,503,2021-01-04 05:36:00,Hardcover,Bangla,397,Young,0.27
P00589,University Admission Complete Practice,Exam Prep,University Admission,Sabbir Sarker,Royal Books Ltd,892.54,401.87422628633783,S00403,315,2025-07-25 21:55:00,Hardcover,Bangla,613,Young,0.327
P00590,Activity Books Essentials,Children,Activity Books,Kamal Khan,Delta Books Ltd,199.06,119.8,S00856,390,2020-07-17 11:13:00,Hardcover,English,339,Young,0.289
P00591,Algorithms Masterclass Series,Programming,Algorithms,Mala Khan,Eastern Books Ltd,932.1,514.8,S00407,578,2022-12-22 23:24:00,Hardcover,English,120,Young,0.635
P00592,Picture Books Simplified,Children,Picture Books,Mohiuddin Rahman,Ocean Books Ltd,468.080499214669,216.36,S00262,302,2019-07-29 17:52:00,Paperback,English,630,Kids,0.271
P00593,Chemistry Complete Pro,Academic,Chemistry,Sultana Sarker,Metro Logistics,900.07,509.8,S00992,29,2022-12-11 11:31:00,Ebook,Bangla,432,Young,0.502
P00594,Leaders Essentials,Biography,Leaders,Kamal Ahmed,Delta Supply Co,953.23,561.23,S00841,43,2021-02-03 04:48:00,Ebook,Bangla,325,Kids,0.955
P00595,Data Science Guide Series,Programming,Data Science,Touhid Islam,Delta Enterprises,480.94,328.7,S00639,296,2024-08-25 04:49:00,Paperback,Bangla,315,Young,0.485
P00596,Fiqh Simplified,Religious,Fiqh,Rashid Uddin,Ocean Books Ltd,881.69,681.27,S00620,239,2020-09-15 14:21:00,Paperback,Bangla,528,Professional,0.268
P00597,Romance Workbook,Fiction,Romance,Naila Uddin,Green Publishing House,490.46,270.17,S00571,153,2020-07-27 01:13:00,Ebook,Bangla,236,Professional,0.925
P00598,Picture Books Complete,Children,Picture Books,Kamal Hossain,Ocean Enterprises,383.75,212.15,S00433,223,2021-06-28 17:43:00,Ebook,English,843,Young,0.405
P00599,Hadith Essentials,Religious,Hadith,Jalal Islam,Global Enterprises,487.0,292.92,S00132,37,2025-12-05 04:29:00,Ebook,Bangla,280,Elderly,0.85
P00600,Story Books Essentials,Children,Story Books,Rumana Khan,Delta Enterprises,122.44,94.86,S00262,566,2022-07-11 16:50:00,Ebook,Bangla,245,Professional,0.657
P00601,Bank Jobs Handbook Edition,Exam Prep,Bank Jobs,Jalal Ahmed,Prime Trade Group,1125.28,675.27,S00589,329,2025-11-26 13:51:00,Paperback,Bangla,221,Professional,0.868
P00602,Prayer Guides Workbook,Religious,Prayer Guides,Ferdous Chowdhury,Global Supply Co,347.13,251.64,S00025,541,2023-06-11 05:50:00,Ebook,Bangla,236,Young,0.46
P00603,Biology Masterclass Edition,Academic,Biology,Touhid Chowdhury,Ocean Distributors,465.29,341.13,S00502,221,2026-05-09 19:28:00,Ebook,Bangla,760,Young,0.568
P00604,Communication Guide,Self Help,Communication,Sultana Sarker,Bright Supply Co,957.56,727.3,S00883,576,2020-04-10 10:14:00,Paperback,English,603,Young,0.381
P00605,Chemistry Guide Edition,Academic,Chemistry,Naila Hossain,Green Logistics,705.6553676395175,697.32,S00687,32,2026-04-16 11:02:00,Ebook,Bangla,169,Professional,0.427
P00606,English Grammar Simplified Edition,Academic,English Grammar,Jalal Islam,Metro Publishing House,394.35,304.63,S00601,343,2020-12-13 03:37:00,Hardcover,Bangla,71,Professional,0.494
P00607,Romance Masterclass,Fiction,Romance,Touhid Rahman,Metro Logistics,651.04,473.7,S00320,25,2019-09-02 13:36:00,Paperback,Bangla,35,Young,0.674
P00608,Mathematics Complete Edition,Academic,Mathematics,Amin Ahmed,National Publishing House,794.58,439.22,S00994,642,2019-02-13 02:32:00,Hardcover,Bangla,576,Professional,0.934
P00609,Accounting Complete,Business,Accounting,Naila Khan,Royal Supply Co,1181.61,807.66,S00106,349,2024-09-26 04:25:00,Paperback,Bangla,286,Professional,0.266
P00610,Chemistry Simplified Series,Academic,Chemistry,Riaz Sarker,Delta Logistics,350.24,218.52,S00415,489,2024-08-25 04:29:00,Paperback,,474,Elderly,0.329
P00611,Short Stories Masterclass,Fiction,Short Stories,Sabbir Chowdhury,Prime Trade Group,350.66,229.46,S00505,463,2024-05-08 05:35:00,Hardcover,Bangla,626,Kids,0.921
P00612,Admission Test Guide Edition,Exam Prep,Admission Test,Sultana Sarker,Eastern Publishing House,1111.31,726.09,S00767,594,2022-04-26 19:11:00,Hardcover,Bangla,232,Young,0.836
P00613,Adventure Simplified,Fiction,Adventure,Kamal Rahman,Ocean Enterprises,684.7583096753076,498.69,S00700,423,2022-08-08 22:57:00,Ebook,Bangla,253,Professional,0.978
P00614,Quran Studies Complete,Religious,Quran Studies,Ferdous Sarker,Global Distributors,299.81,165.68,S00192,367,2026-05-14 22:07:00,Paperback,,106,Kids,0.992
P00615,Teacher Recruitment Workbook Series,Exam Prep,Teacher Recruitment,Touhid Sarker,Prime Books Ltd,728.14,431.08,S00616,323,2023-10-01 13:07:00,Paperback,Bangla,210,Young,0.898
P00616,Rhymes Essentials,Children,Rhymes,Naila Ahmed,Delta Logistics,352.43,205.22,S00831,462,2025-12-02 13:00:00,Hardcover,English,420,Professional,0.456
P00617,Prayer Guides Handbook,Religious,Prayer Guides,Rashid Ahmed,Bright Enterprises,768.0336395800338,462.92,S00770,634,2019-03-31 03:54:00,Paperback,Bangla,586,Professional,0.26
P00618,Prayer Guides Handbook,Religious,Prayer Guides,Sultana Ahmed,Bright Books Ltd,330.21,181.82,S00217,233,2023-11-09 10:51:00,Paperback,Bangla,327,Professional,0.985
P00619,Chemistry Workbook Series,Academic,Chemistry,Riaz Sarker,Prime Trade Group,553.81,449.69,S00597,20,2020-07-09 08:19:00,Paperback,English,162,Professional,0.85
P00620,Physics Masterclass Edition,Academic,Physics,Mala Ahmed,Global Trade Group,1194.39,673.66,S00807,251,2022-12-10 17:14:00,Hardcover,Bangla,362,Professional,0.956
P00621,Rhymes Guide,Children,Rhymes,Shahana Islam,Global Publishing House,165.73,115.15,S00617,127,2021-09-27 04:56:00,Hardcover,English,125,Young,0.608
P00622,Classic Essentials,Fiction,Classic,Riaz Sarker,Ocean Distributors,826.0,599.28,S00146,383,2026-03-27 01:26:00,Ebook,Bangla,203,Young,0.61
P00623,Biology Handbook Practice,Academic,Biology,Touhid Ahmed,Eastern Publishing House,969.87,694.67,S00909,211,2023-11-30 18:22:00,Ebook,Bangla,183,Young,0.291
P00624,Rhymes Workbook,Children,Rhymes,Ferdous Uddin,Green Logistics,398.94,326.36,S00824,302,2025-07-07 12:50:00,Ebook,Bangla,752,Professional,0.742
